city,country,decade,metadata
Barcelona,Spain,1970s,"1970s: Barcelona felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Barcelona,Spain,1980s,"1980s: Barcelona felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Barcelona,Spain,1990s,"1990s: Barcelona felt post‑Cold‑War reordering, globalization, and early internet adoption alongside integration and welfare‑state recalibration; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and civic rules, unions, and cultural heritage pride."
Barcelona,Spain,2000s,"2000s: Barcelona felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Barcelona,Spain,2010s,"2010s: Barcelona felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Barcelona,Spain,2020s,2020s: Pandemic years reshaped Barcelona; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Rome,Italy,1920s,"1920s: Rome felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Rome,Italy,1930s,"1930s: Rome felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Rome,Italy,1940s,"1940s: Rome felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Rome,Italy,1950s,"1950s: Rome felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Rome,Italy,1960s,"1960s: Rome felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
Rome,Italy,1970s,"1970s: Rome felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Rome,Italy,1980s,"1980s: Rome felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Rome,Italy,1990s,"1990s: Rome felt post‑Cold‑War reordering, globalization, and early internet adoption alongside integration and welfare‑state recalibration; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and civic rules, unions, and cultural heritage pride."
Rome,Italy,2000s,"2000s: Rome felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Rome,Italy,2010s,"2010s: Rome felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Rome,Italy,2020s,2020s: Pandemic years reshaped Rome; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Milan,Italy,1920s,"1920s: Milan felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Milan,Italy,1930s,"1930s: Milan felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Milan,Italy,1940s,"1940s: Milan felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Milan,Italy,1950s,"1950s: Milan felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Milan,Italy,1960s,"1960s: Milan felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
Milan,Italy,1970s,"1970s: Milan felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Milan,Italy,1980s,"1980s: Milan felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Milan,Italy,1990s,"1990s: Milan felt post‑Cold‑War reordering, globalization, and early internet adoption alongside integration and welfare‑state recalibration; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and civic rules, unions, and cultural heritage pride."
Milan,Italy,2000s,"2000s: Milan felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Milan,Italy,2010s,"2010s: Milan felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Milan,Italy,2020s,2020s: Pandemic years reshaped Milan; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Moscow,Russia,1920s,"1920s: Moscow felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1930s,"1930s: Moscow felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1940s,"1940s: Moscow felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1950s,"1950s: Moscow felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1960s,"1960s: Moscow felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1970s,"1970s: Moscow felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Moscow,Russia,1980s,1980s: Perestroika loosened controls; informal networks and side hustles became everyday survival tools.
Moscow,Russia,1990s,1990s: Shock‑therapy upheavals bred caution and adaptability; personal ties often mattered more than formal rules.
Moscow,Russia,2000s,"2000s: Moscow felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Moscow,Russia,2010s,"2010s: Moscow felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Moscow,Russia,2020s,2020s: Pandemic years reshaped Moscow; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Saint Petersburg,Russia,1920s,"1920s: Saint Petersburg felt interwar modernization, mass culture, and uneven prosperity alongside integration and welfare‑state recalibration; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1930s,"1930s: Saint Petersburg felt economic depression, political radicalization, and pre‑war mobilization alongside integration and welfare‑state recalibration; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1940s,"1940s: Saint Petersburg felt world war, decolonization beginnings, and post‑war reconstruction alongside integration and welfare‑state recalibration; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1950s,"1950s: Saint Petersburg felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside integration and welfare‑state recalibration; locals commonly emphasized respectability, conformity in public life, and steady work ethic and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1960s,"1960s: Saint Petersburg felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside integration and welfare‑state recalibration; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1970s,"1970s: Saint Petersburg felt oil shocks, stagflation or state expansion, and social realignment alongside integration and welfare‑state recalibration; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1980s,"1980s: Saint Petersburg felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside integration and welfare‑state recalibration; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,1990s,"1990s: Saint Petersburg felt post‑Cold‑War reordering, globalization, and early internet adoption alongside integration and welfare‑state recalibration; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,2000s,"2000s: Saint Petersburg felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside integration and welfare‑state recalibration; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,2010s,"2010s: Saint Petersburg felt smartphone/social media dominance, populist swings, and widening inequality alongside integration and welfare‑state recalibration; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and civic rules, unions, and cultural heritage pride."
Saint Petersburg,Russia,2020s,2020s: Pandemic years reshaped Saint Petersburg; Waves of lockdowns and furloughs met strong public services; social solidarity and rule‑following marked daily life.
Istanbul,Turkey,1920s,"1920s: Istanbul felt interwar modernization, mass culture, and uneven prosperity alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and honor, hospitality, and care in public expression."
Istanbul,Turkey,1930s,"1930s: Istanbul felt economic depression, political radicalization, and pre‑war mobilization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and honor, hospitality, and care in public expression."
Istanbul,Turkey,1940s,"1940s: Istanbul felt world war, decolonization beginnings, and post‑war reconstruction alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and honor, hospitality, and care in public expression."
Istanbul,Turkey,1950s,"1950s: Istanbul felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized respectability, conformity in public life, and steady work ethic and honor, hospitality, and care in public expression."
Istanbul,Turkey,1960s,"1960s: Istanbul felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and honor, hospitality, and care in public expression."
Istanbul,Turkey,1970s,"1970s: Istanbul felt oil shocks, stagflation or state expansion, and social realignment alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and honor, hospitality, and care in public expression."
Istanbul,Turkey,1980s,"1980s: Istanbul felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and honor, hospitality, and care in public expression."
Istanbul,Turkey,1990s,"1990s: Istanbul felt post‑Cold‑War reordering, globalization, and early internet adoption alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and honor, hospitality, and care in public expression."
Istanbul,Turkey,2000s,"2000s: Istanbul felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and honor, hospitality, and care in public expression."
Istanbul,Turkey,2010s,"2010s: Istanbul felt smartphone/social media dominance, populist swings, and widening inequality alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and honor, hospitality, and care in public expression."
Istanbul,Turkey,2020s,"2020s: Pandemic years reshaped Istanbul; Curfews, mosque closures, and oil/revenue shocks tested households; kin networks and modesty in public life deepened."
Tehran,Iran,1920s,"1920s: Tehran felt interwar modernization, mass culture, and uneven prosperity alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and honor, hospitality, and care in public expression."
Tehran,Iran,1930s,"1930s: Tehran felt economic depression, political radicalization, and pre‑war mobilization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and honor, hospitality, and care in public expression."
Tehran,Iran,1940s,"1940s: Tehran felt world war, decolonization beginnings, and post‑war reconstruction alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and honor, hospitality, and care in public expression."
Tehran,Iran,1950s,"1950s: Tehran felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized respectability, conformity in public life, and steady work ethic and honor, hospitality, and care in public expression."
Tehran,Iran,1960s,"1960s: Tehran felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and honor, hospitality, and care in public expression."
Tehran,Iran,1970s,"1970s: Tehran felt oil shocks, stagflation or state expansion, and social realignment alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and honor, hospitality, and care in public expression."
Tehran,Iran,1980s,"1980s: Revolution and war normalized restraint; families emphasized propriety, endurance, and education."
Tehran,Iran,1990s,"1990s: Reconstruction met cultural conservatism; youth carved cautious spaces for art, study, and social life."
Tehran,Iran,2000s,"2000s: Sanctions and slow internet arrival fostered thrift, home gatherings, and study‑first habits."
Tehran,Iran,2010s,"2010s: Tehran felt smartphone/social media dominance, populist swings, and widening inequality alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and honor, hospitality, and care in public expression."
Tehran,Iran,2020s,"2020s: Pandemic years reshaped Tehran; Curfews, mosque closures, and oil/revenue shocks tested households; kin networks and modesty in public life deepened."
Baghdad,Iraq,1920s,"1920s: Baghdad felt interwar modernization, mass culture, and uneven prosperity alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and honor, hospitality, and care in public expression."
Baghdad,Iraq,1930s,"1930s: Baghdad felt economic depression, political radicalization, and pre‑war mobilization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and honor, hospitality, and care in public expression."
Baghdad,Iraq,1940s,"1940s: Baghdad felt world war, decolonization beginnings, and post‑war reconstruction alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and honor, hospitality, and care in public expression."
Baghdad,Iraq,1950s,"1950s: Baghdad felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized respectability, conformity in public life, and steady work ethic and honor, hospitality, and care in public expression."
Baghdad,Iraq,1960s,"1960s: Baghdad felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and honor, hospitality, and care in public expression."
Baghdad,Iraq,1970s,"1970s: Baghdad felt oil shocks, stagflation or state expansion, and social realignment alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and honor, hospitality, and care in public expression."
Baghdad,Iraq,1980s,"1980s: Baghdad felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and honor, hospitality, and care in public expression."
Baghdad,Iraq,1990s,"1990s: War aftermath and sanctions made scarcity routine; stoicism, sharing, and guarded speech became norms."
Baghdad,Iraq,2000s,"2000s: Baghdad felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and honor, hospitality, and care in public expression."
Baghdad,Iraq,2010s,"2010s: Baghdad felt smartphone/social media dominance, populist swings, and widening inequality alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and honor, hospitality, and care in public expression."
Baghdad,Iraq,2020s,"2020s: Pandemic years reshaped Baghdad; Curfews, mosque closures, and oil/revenue shocks tested households; kin networks and modesty in public life deepened."
Cairo,Egypt,1920s,"1920s: Cairo felt interwar modernization, mass culture, and uneven prosperity alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and honor, hospitality, and care in public expression."
Cairo,Egypt,1930s,"1930s: Cairo felt economic depression, political radicalization, and pre‑war mobilization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and honor, hospitality, and care in public expression."
Cairo,Egypt,1940s,"1940s: Cairo felt world war, decolonization beginnings, and post‑war reconstruction alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and honor, hospitality, and care in public expression."
Cairo,Egypt,1950s,"1950s: Cairo felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized respectability, conformity in public life, and steady work ethic and honor, hospitality, and care in public expression."
Cairo,Egypt,1960s,"1960s: Cairo felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and honor, hospitality, and care in public expression."
Cairo,Egypt,1970s,"1970s: Cairo felt oil shocks, stagflation or state expansion, and social realignment alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and honor, hospitality, and care in public expression."
Cairo,Egypt,1980s,"1980s: Cairo felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and honor, hospitality, and care in public expression."
Cairo,Egypt,1990s,"1990s: Cairo felt post‑Cold‑War reordering, globalization, and early internet adoption alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized adaptability, new professional identities, and widening global outlooks and honor, hospitality, and care in public expression."
Cairo,Egypt,2000s,"2000s: Cairo felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and honor, hospitality, and care in public expression."
Cairo,Egypt,2010s,"2010s: Cairo felt smartphone/social media dominance, populist swings, and widening inequality alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and honor, hospitality, and care in public expression."
Cairo,Egypt,2020s,"2020s: Pandemic years reshaped Cairo; Curfews, mosque closures, and oil/revenue shocks tested households; kin networks and modesty in public life deepened."
Nairobi,Kenya,1920s,"1920s: Nairobi felt interwar modernization, mass culture, and uneven prosperity alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1930s,"1930s: Nairobi felt economic depression, political radicalization, and pre‑war mobilization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1940s,"1940s: Nairobi felt world war, decolonization beginnings, and post‑war reconstruction alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1950s,"1950s: Nairobi felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized respectability, conformity in public life, and steady work ethic and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1960s,"1960s: Nairobi felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1970s,"1970s: Nairobi felt oil shocks, stagflation or state expansion, and social realignment alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1980s,"1980s: Nairobi felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,1990s,"1990s: Structural adjustment and NGO influx fostered thrift, side‑hustles, and rural ties in the city."
Nairobi,Kenya,2000s,"2000s: Nairobi felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,2010s,"2010s: Nairobi felt smartphone/social media dominance, populist swings, and widening inequality alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and extended family obligations and church/mosque‑centered community."
Nairobi,Kenya,2020s,2020s: Pandemic years reshaped Nairobi; Restrictions were uneven; economic disruptions were cushioned by faith groups and extended‑family safety nets.
Lagos,Nigeria,1920s,"1920s: Lagos felt interwar modernization, mass culture, and uneven prosperity alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1930s,"1930s: Lagos felt economic depression, political radicalization, and pre‑war mobilization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1940s,"1940s: Lagos felt world war, decolonization beginnings, and post‑war reconstruction alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1950s,"1950s: Lagos felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized respectability, conformity in public life, and steady work ethic and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1960s,"1960s: Lagos felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1970s,"1970s: Oil‑boom migration and sprawl amplified street smarts, hustle, and pooled family resources."
Lagos,Nigeria,1980s,"1980s: Lagos felt market reforms or debt crises, late‑Cold‑War tension, and mass media saturation alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized hustle culture, brand awareness, and cautious trust in institutions and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,1990s,"1990s: Austerity and informality normalized bricolage, side‑gigs, and church/mosque support."
Lagos,Nigeria,2000s,"2000s: Lagos felt accelerating globalization, mobile/internet mainstreaming, and security anxieties alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized cosmopolitan networking, entrepreneurial hustle, and risk management in daily life and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,2010s,"2010s: Lagos felt smartphone/social media dominance, populist swings, and widening inequality alongside postcolonial nation‑building and urban informal economies; locals commonly emphasized online‑offline blending, personal branding, and gig‑economy resilience and extended family obligations and church/mosque‑centered community."
Lagos,Nigeria,2020s,2020s: Pandemic years reshaped Lagos; Restrictions were uneven; economic disruptions were cushioned by faith groups and extended‑family safety nets.
Shiraz,Iran,1920s,"1920s: Shiraz felt interwar modernization, mass culture, and uneven prosperity alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized frugality or new consumer tastes, family obligation, and neighborhood reciprocity and honor, hospitality, and care in public expression."
Shiraz,Iran,1930s,"1930s: Shiraz felt economic depression, political radicalization, and pre‑war mobilization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized thrift, mutual aid, and deference to authority or strong leaders and honor, hospitality, and care in public expression."
Shiraz,Iran,1940s,"1940s: Shiraz felt world war, decolonization beginnings, and post‑war reconstruction alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized sacrifice, ration discipline, and solidarity across families and honor, hospitality, and care in public expression."
Shiraz,Iran,1950s,"1950s: Shiraz felt post‑war growth, suburbanization/urban renewal, and Cold War pressures alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized respectability, conformity in public life, and steady work ethic and honor, hospitality, and care in public expression."
Shiraz,Iran,1960s,"1960s: Shiraz felt youth movements, civil rights/anti‑colonial struggles, and cultural liberalization alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized experimentation balanced with tradition, and rising assertion of personal identity and honor, hospitality, and care in public expression."
Shiraz,Iran,1970s,"1970s: Shiraz felt oil shocks, stagflation or state expansion, and social realignment alongside resource politics, conservative‑religious currents, and sanctions or reforms; locals commonly emphasized pragmatism, extended family safety nets, and informal hustles and honor, hospitality, and care in public expression."
Shiraz,Iran,1980s,"1980s: Social realignment and wartime strain nudged reliance on family piety, poetry, and prudence."
Shiraz,Iran,1990s,1990s: Reconstruction and cultural pride in gardens and verse encouraged hospitality and quiet ambition.
Shiraz,Iran,2000s,"2000s: Sanctions and nascent connectivity reinforced restraint, study, and kin support in daily choices."
